,hist_5ch_greedy_add_merlot.csv,hist_5ch_greedy_add_ranked_cab_sauv.csv,hist_5ch_greedy_add_ranked_merlot.csv,hist_5ch_greedy_add_tic_tis_cab_sauv.csv,hist_5ch_greedy_remove_merlot.csv,hist_5ch_greedy_remove_ranked_cab_sauv.csv,hist_5ch_greedy_remove_ranked_merlot.csv,hist_5ch_greedy_remove_tic_tis_cab_sauv.csv
hist_5ch_greedy_add_merlot.csv,1.0,0.5376070424750589,0.8086412153715115,0.5511784404730344,0.6436733775177841,0.47815704900093176,0.8064715939295657,0.32221100129088487
hist_5ch_greedy_add_ranked_cab_sauv.csv,0.5376070424750589,0.9999999999999999,0.6938656982063212,0.7232641827187971,0.6623390366306992,0.9459551536187826,0.6920171418071295,0.8217419155848008
hist_5ch_greedy_add_ranked_merlot.csv,0.8086412153715115,0.6938656982063212,1.0,0.47706526846109437,0.8062434215067349,0.6655680586405589,0.988908012966802,0.45484049619626066
hist_5ch_greedy_add_tic_tis_cab_sauv.csv,0.5511784404730344,0.7232641827187971,0.4770652684610943,1.0,0.389371992151146,0.6674295083096526,0.4492436739046409,0.6404460454265849
hist_5ch_greedy_remove_merlot.csv,0.6436733775177841,0.6623390366306992,0.8062434215067349,0.389371992151146,1.0,0.6093530569240015,0.7962147877731633,0.5644944197830053
hist_5ch_greedy_remove_ranked_cab_sauv.csv,0.4781570490009318,0.9459551536187827,0.6655680586405589,0.6674295083096525,0.6093530569240015,1.0,0.6596240494383945,0.7474791469203936
hist_5ch_greedy_remove_ranked_merlot.csv,0.8064715939295656,0.6920171418071295,0.9889080129668021,0.4492436739046409,0.7962147877731633,0.6596240494383945,1.0,0.44392307951490056
hist_5ch_greedy_remove_tic_tis_cab_sauv.csv,0.32221100129088487,0.8217419155848008,0.45484049619626066,0.640446045426585,0.5644944197830053,0.7474791469203936,0.4439230795149005,0.9999999999999998
